-----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
      name:  <unnamed>
       log:  /Users/echow/QSU/SEER-medicare/code/hcpcs.log
  log type:  text
 opened on:  13 Jul 2018, 12:14:18

.         tab hcpcs, sort

 HCPCS Code |      Freq.     Percent        Cum.
      85280 |          3        0.00       99.95
      85291 |          3        0.00       99.95
      85345 |          3        0.00       99.95
      85415 |          3        0.00       99.95
      85475 |          3        0.00       99.95
      85557 |          3        0.00       99.95
      86185 |          3        0.00       99.95
      86648 |          3        0.00       99.95
      86784 |          3        0.00       99.95
      86805 |          3        0.00       99.95
      86891 |          3        0.00       99.95
      87260 |          3        0.00       99.95
      87480 |          3        0.00       99.95
      87581 |          3        0.00       99.95
      87621 |          3        0.00       99.95
      88152 |          3        0.00       99.95
      88267 |          3        0.00       99.95
      89320 |          3        0.00       99.95
      90645 |          3        0.00       99.95
      90731 |          3        0.00       99.95
      90733 |          3        0.00       99.95
      90744 |          3        0.00       99.95
      90820 |          3        0.00       99.95
      90865 |          3        0.00       99.95
      90915 |          3        0.00       99.95
      92270 |          3        0.00       99.95
      92532 |          3        0.00       99.95
      92565 |          3        0.00       99.95
      92576 |          3        0.00       99.95
      92587 |          3        0.00       99.95
      92589 |          3        0.00       99.95
      93317 |          3        0.00       99.95
      93514 |          3        0.00       99.95
      93610 |          3        0.00       99.95
      93612 |          3        0.00       99.95
      93640 |          3        0.00       99.95
      93981 |          3        0.00       99.95
      94014 |          3        0.00       99.95
      94160 |          3        0.00       99.95
      95028 |          3        0.00       99.95
      95827 |          3        0.00       99.95
      95857 |          3        0.00       99.95
      95872 |          3        0.00       99.95
      95920 |          3        0.00       99.95
      95970 |          3        0.00       99.95
      97082 |          3        0.00       99.95
      97114 |          3        0.00       99.95
      99236 |          3        0.00       99.95
      99262 |          3        0.00       99.95
      99301 |          3        0.00       99.95
      A4204 |          3        0.00       99.95
      A4300 |          3        0.00       99.95
      A4305 |          3        0.00       99.95
      A4316 |          3        0.00       99.95
      A4328 |          3        0.00       99.95
      A4462 |          3        0.00       99.95
      A4483 |          3        0.00       99.95
      A4616 |          3        0.00       99.95
      A5112 |          3        0.00       99.95
      A5114 |          3        0.00       99.95
      A6199 |          3        0.00       99.95
      A6204 |          3        0.00       99.95
